apfdc,label,order
0.991122992643,6,6
0.996994795948,6,6
0.997161051236,6,6
0.997236269985,6,6
0.997394135466,6,6
0.997457672752,6,6
0.997611713375,6,6
0.997639192557,6,6
0.997651799873,6,6
0.997701650754,6,6
0.999472105599,7,7
0.999480543096,7,7
0.999523802457,7,7
0.999538602507,7,7
0.99960876568,7,7
0.999639689063,7,7
0.999710866971,7,7
0.999719153665,7,7
0.99972020776,7,7
0.999774652442,7,7
0.959207653834,12,12
0.959209641579,12,12
0.95922330937,12,12
0.959252123534,12,12
0.959255842339,12,12
0.959298593084,12,12
0.95930444944,12,12
0.95940389787,12,12
0.959416014201,12,12
0.959467148108,12,12
0.996432865283,17,17
0.997203080404,17,17
0.997278249948,17,17
0.997303109185,17,17
0.99731325701,17,17
0.997365422123,17,17
0.997435983192,17,17
0.997444645858,17,17
0.997447424228,17,17
0.997484125765,17,17
0.986540465958,38,38
0.986664478938,38,38
0.986715581082,38,38
0.98678526399,38,38
0.986802654455,38,38
0.986986101669,38,38
0.987218673922,38,38
0.987526295513,38,38
0.987692332088,38,38
0.987722795664,38,38
0.984464110787,39,39
0.984698443199,39,39
0.985306515367,39,39
0.985480799175,39,39
0.985907247714,39,39
0.986324977136,39,39
0.986666697537,39,39
0.987798754122,39,39
0.988387663938,39,39
0.988663621511,39,39
0.998082826934,51,51
0.998186832811,51,51
0.998196813606,51,51
0.998287270445,51,51
0.998319319137,51,51
0.998342544591,51,51
0.998349350847,51,51
0.998351393701,51,51
0.998360127288,51,51
0.998368516462,51,51
0.995097167211,52,52
0.995239356049,52,52
0.995246110715,52,52
0.99524682086,52,52
0.995263525812,52,52
0.995272729905,52,52
0.995302921638,52,52
0.995303462441,52,52
0.995328547428,52,52
0.99533825316,52,52
