apfdc,label,order
0.872433655808,6,6
0.885601735584,6,6
0.888957631005,6,6
0.892973560256,6,6
0.89494116253,6,6
0.897984454729,6,6
0.898006237422,6,6
0.898530361023,6,6
0.89952038123,6,6
0.900195608167,6,6
0.903494482257,6,6
0.903930285273,6,6
0.904078517739,6,6
0.904278144571,6,6
0.905123383512,6,6
0.905360739829,6,6
0.905504223128,6,6
0.908093326948,6,6
0.90860714853,6,6
0.909433522176,6,6
0.913401780977,6,6
0.9143472412,6,6
0.914590419557,6,6
0.914918059781,6,6
0.917393221135,6,6
0.918255180816,6,6
0.918838094077,6,6
0.920051205308,6,6
0.920494637047,6,6
0.920544228573,6,6
0.92286869002,6,6
0.923894104475,6,6
0.924304346036,6,6
0.924992617059,6,6
0.926498917077,6,6
0.931638949922,6,6
0.93420615542,6,6
0.936356632544,6,6
0.938325787445,6,6
0.938493239829,6,6
0.940467213652,6,6
0.942861421933,6,6
0.943984198809,6,6
0.94401381702,6,6
0.94587213422,6,6
0.949011998843,6,6
0.950000644777,6,6
0.950963071857,6,6
0.956927947816,6,6
0.960082569463,6,6
0.899043421964,7,7
0.912737700294,7,7
0.916671075249,7,7
0.923737877673,7,7
0.924772037041,7,7
0.925161706761,7,7
0.927605413837,7,7
0.927881340724,7,7
0.928496190367,7,7
0.929120599603,7,7
0.931679314382,7,7
0.934584960872,7,7
0.934746747642,7,7
0.935803544677,7,7
0.936782636766,7,7
0.936982670945,7,7
0.941726750973,7,7
0.942048830382,7,7
0.944358687126,7,7
0.944766883334,7,7
0.945579893207,7,7
0.945605126207,7,7
0.94569466102,7,7
0.946067345591,7,7
0.946138231972,7,7
0.946493575698,7,7
0.94717624562,7,7
0.948156969478,7,7
0.949118741404,7,7
0.949977925989,7,7
0.950129290326,7,7
0.951091843385,7,7
0.951636305938,7,7
0.952030017839,7,7
0.952266926146,7,7
0.952630476722,7,7
0.953013980627,7,7
0.953642918714,7,7
0.953657977518,7,7
0.955129955455,7,7
0.9577237157,7,7
0.957880346453,7,7
0.959168584201,7,7
0.961746618977,7,7
0.96218133056,7,7
0.963113850738,7,7
0.966488428962,7,7
0.966642923668,7,7
0.967821230729,7,7
0.977014186122,7,7
0.8431891998,12,12
0.854552226151,12,12
0.863024529755,12,12
0.863302630401,12,12
0.8645978724,12,12
0.865789996105,12,12
0.869232627115,12,12
0.869701804301,12,12
0.87284106685,12,12
0.872843886176,12,12
0.880123577163,12,12
0.884104610371,12,12
0.886875081482,12,12
0.891375466581,12,12
0.891927803429,12,12
0.89342481418,12,12
0.895350383476,12,12
0.896468877164,12,12
0.896898122097,12,12
0.904191396239,12,12
0.907444742988,12,12
0.907827721423,12,12
0.908686452457,12,12
0.916565674067,12,12
0.922609763222,12,12
0.924114425118,12,12
0.924237502048,12,12
0.925088073501,12,12
0.925349427539,12,12
0.92617815589,12,12
0.926630052267,12,12
0.926788572846,12,12
0.927924945508,12,12
0.928514314721,12,12
0.929553012747,12,12
0.93076733939,12,12
0.930794145054,12,12
0.932215437672,12,12
0.932283503471,12,12
0.933156386472,12,12
0.934998440018,12,12
0.935680655776,12,12
0.935761743105,12,12
0.936816009609,12,12
0.937076770742,12,12
0.937644365814,12,12
0.938027547491,12,12
0.940238842185,12,12
0.941364601178,12,12
0.942196339056,12,12
0.904140742157,17,17
0.90737901249,17,17
0.908932341733,17,17
0.910464201249,17,17
0.914860570422,17,17
0.914869637161,17,17
0.920667828059,17,17
0.923543642717,17,17
0.927152860688,17,17
0.928429904076,17,17
0.931018616572,17,17
0.932213477643,17,17
0.933178097916,17,17
0.933753195067,17,17
0.934481818338,17,17
0.936735418428,17,17
0.937331486056,17,17
0.938287982559,17,17
0.942442369156,17,17
0.944138393918,17,17
0.944711357208,17,17
0.946064441431,17,17
0.94767305796,17,17
0.947685484315,17,17
0.947912743587,17,17
0.950380391728,17,17
0.951568426609,17,17
0.952098517167,17,17
0.953286215261,17,17
0.953748689249,17,17
0.954181031824,17,17
0.954394576104,17,17
0.955443353667,17,17
0.956569456998,17,17
0.956784055363,17,17
0.957104862214,17,17
0.95828110349,17,17
0.958900735706,17,17
0.960120434713,17,17
0.961644328629,17,17
0.964228599454,17,17
0.964292943081,17,17
0.964406503409,17,17
0.964775621421,17,17
0.965878877062,17,17
0.966202175572,17,17
0.966920143344,17,17
0.968292832716,17,17
0.969650066165,17,17
0.972076279904,17,17
0.889272689594,38,38
0.910816752271,38,38
0.915040133643,38,38
0.916179854692,38,38
0.916873254094,38,38
0.920349269132,38,38
0.920559407281,38,38
0.922049136658,38,38
0.922826684123,38,38
0.923006903409,38,38
0.923494724112,38,38
0.923765285049,38,38
0.924296844183,38,38
0.924944043859,38,38
0.926899704548,38,38
0.92770630337,38,38
0.927757829179,38,38
0.927872218897,38,38
0.928828109415,38,38
0.929855700296,38,38
0.931156616027,38,38
0.93222161053,38,38
0.932338219449,38,38
0.932385105111,38,38
0.932612532852,38,38
0.933427685685,38,38
0.934071395162,38,38
0.936002321849,38,38
0.936388644373,38,38
0.936412914361,38,38
0.936445435741,38,38
0.936767986502,38,38
0.936827138293,38,38
0.937748086484,38,38
0.939317444823,38,38
0.939873616913,38,38
0.940171252101,38,38
0.941294107223,38,38
0.941369317958,38,38
0.942417466709,38,38
0.9434581307,38,38
0.943562836633,38,38
0.943900256039,38,38
0.944702234889,38,38
0.945978941156,38,38
0.947193449274,38,38
0.950125639049,38,38
0.950346711806,38,38
0.954068109938,38,38
0.955978418231,38,38
0.878966101947,39,39
0.89856544426,39,39
0.902221561912,39,39
0.909619904649,39,39
0.915943776378,39,39
0.916648744038,39,39
0.919997377369,39,39
0.922357942687,39,39
0.926632772784,39,39
0.926918188382,39,39
0.928066796511,39,39
0.931316022061,39,39
0.931824292365,39,39
0.932230100735,39,39
0.935803411411,39,39
0.936455029901,39,39
0.93767600177,39,39
0.937702503943,39,39
0.938532938211,39,39
0.941660145392,39,39
0.941832113954,39,39
0.942346492565,39,39
0.942633336719,39,39
0.942954663254,39,39
0.943047568642,39,39
0.943889923962,39,39
0.945591925054,39,39
0.946822059384,39,39
0.947439786619,39,39
0.947880767018,39,39
0.949050113836,39,39
0.94908031055,39,39
0.949528975594,39,39
0.949865966983,39,39
0.950217539493,39,39
0.951322354997,39,39
0.951566243955,39,39
0.951818654988,39,39
0.952853619039,39,39
0.953170364344,39,39
0.954118334272,39,39
0.956141858941,39,39
0.956478554767,39,39
0.959064388557,39,39
0.959214239135,39,39
0.963546802592,39,39
0.96483368507,39,39
0.965513234289,39,39
0.96751976407,39,39
0.970053233901,39,39
0.913608599395,51,51
0.928013570537,51,51
0.92837177223,51,51
0.928559102984,51,51
0.928883008019,51,51
0.930210247759,51,51
0.930402586722,51,51
0.931468868266,51,51
0.932291706859,51,51
0.937858887207,51,51
0.939147345894,51,51
0.939250466376,51,51
0.939563004383,51,51
0.94035329402,51,51
0.940929884563,51,51
0.941905384277,51,51
0.94225586385,51,51
0.942813059545,51,51
0.945066068209,51,51
0.945131853425,51,51
0.945942911883,51,51
0.946903001212,51,51
0.948782774042,51,51
0.949121360083,51,51
0.949437750562,51,51
0.949819776089,51,51
0.949934576734,51,51
0.950575729926,51,51
0.953197685426,51,51
0.95386566001,51,51
0.956189122942,51,51
0.957149916205,51,51
0.957796384237,51,51
0.958105500603,51,51
0.958600945336,51,51
0.959458580733,51,51
0.959732035807,51,51
0.960399772045,51,51
0.961026808851,51,51
0.962052837259,51,51
0.963634927165,51,51
0.964612799293,51,51
0.96572369332,51,51
0.967074529546,51,51
0.970194515969,51,51
0.97139403269,51,51
0.9738123511,51,51
0.974957576514,51,51
0.975981731584,51,51
0.977017687692,51,51
0.889697820219,52,52
0.91146518453,52,52
0.912271350498,52,52
0.91381035501,52,52
0.915022197275,52,52
0.915494231171,52,52
0.916148972623,52,52
0.91739363452,52,52
0.917451973524,52,52
0.918879173771,52,52
0.919268480861,52,52
0.919713312845,52,52
0.920167838887,52,52
0.920375096151,52,52
0.92064163456,52,52
0.921877573031,52,52
0.92189578437,52,52
0.922122205148,52,52
0.92321720845,52,52
0.923277514623,52,52
0.924408868989,52,52
0.924684099635,52,52
0.925370499839,52,52
0.925449228076,52,52
0.926041945509,52,52
0.926577383258,52,52
0.92708929904,52,52
0.927545058465,52,52
0.927618020041,52,52
0.92865100148,52,52
0.929452743377,52,52
0.929666641714,52,52
0.930205318287,52,52
0.931181210704,52,52
0.931186470698,52,52
0.933812993468,52,52
0.934339126578,52,52
0.934788401028,52,52
0.935567960806,52,52
0.937724816038,52,52
0.941303640524,52,52
0.942017191068,52,52
0.942334012874,52,52
0.943340172175,52,52
0.943873919079,52,52
0.944268439625,52,52
0.944740818314,52,52
0.946518068017,52,52
0.950465909261,52,52
0.954556973921,52,52
