,AARP,AGA,AGE,AGT,RANDOM,UARP,UGA,UGE,UGT
0,0.994579616239,0.99768543672,0.989966263192,0.997308912018,0.935840942717,0.942139122007,0.965715858005,0.954669837478,0.922109187731
1,0.992284992454,0.99768543672,0.990908461151,0.997308912018,0.938434685019,0.936687539099,0.965715858005,0.95044899772,0.922109187731
2,0.991152525263,0.99768543672,0.992226980456,0.997308912018,0.936510103856,0.929674914873,0.965715858005,0.965271134957,0.922109187731
3,0.995089036752,0.99768543672,0.99153941085,0.997308912018,0.93799177932,0.950532202816,0.965715858005,0.956402269412,0.922109187731
4,0.996428303415,0.998874560244,0.996957660447,0.99866105619,0.972709550943,0.976065857201,0.986091310888,0.975476458462,0.964159236669
5,0.99744662797,0.998874560244,0.997416845792,0.99866105619,0.971792214777,0.979025412188,0.986092573618,0.976279186493,0.964159236669
6,0.996823443006,0.998874560244,0.99736249307,0.99866105619,0.973096957482,0.975056907999,0.986092573618,0.983826588062,0.964159236669
7,0.996914261211,0.998874560244,0.996617778578,0.99866105619,0.971775001338,0.979836383549,0.986092573618,0.987109570656,0.964159236669
8,0.997904832614,0.999272022385,0.998544141539,0.999105674285,0.984177057121,0.987875383559,0.99200736767,0.992795521037,0.978247196506
9,0.998316964866,0.999272022385,0.998594432968,0.999105674285,0.983790860424,0.987180748677,0.992010132301,0.986697779916,0.978247196506
10,0.998678843626,0.999272022385,0.998524848893,0.999105674285,0.983817687771,0.987603506546,0.992010132301,0.989179121413,0.978247196506
11,0.997872691345,0.999272022385,0.998431842516,0.999105674285,0.984094057259,0.984090180155,0.992010132301,0.990169881787,0.978247196506
12,0.998878845854,0.999456868913,0.999117721584,0.999337212193,0.989590733905,0.992139676594,0.994881917932,0.995371219455,0.985241269618
13,0.998872935806,0.9994560379,0.999108395008,0.999325604292,0.989500870887,0.993644158457,0.994888075517,0.995402421886,0.985353899355
14,0.998908023445,0.9994560379,0.998969241389,0.999325604292,0.989653198236,0.992334181647,0.994888075517,0.994235249328,0.985353899355
15,0.998881116409,0.9994560379,0.998994123409,0.999325604292,0.989253080148,0.992548763144,0.994888075517,0.992019769577,0.985353899355
16,0.974109114104,0.982208394561,0.988081558227,0.979355107399,0.934509655672,0.961799553431,0.95146344636,0.955722156992,0.89195785133
17,0.984123777879,0.982350373177,0.985276569201,0.979982904703,0.940374884235,0.962292332724,0.95513881576,0.950343271668,0.89195785133
18,0.985884882134,0.985284231928,0.989176914611,0.982369710011,0.943541076951,0.964160221971,0.95513881576,0.956527297019,0.89195785133
19,0.980135368048,0.985284231928,0.990335358205,0.984379341692,0.946496958549,0.953500542948,0.95513881576,0.957790338955,0.89195785133
20,0.99333860164,0.992920655444,0.995533212816,0.992241744777,0.977188608518,0.986352232177,0.983992983185,0.974731477206,0.960285106243
21,0.991995399468,0.992920655444,0.99603164903,0.992241744777,0.97648130088,0.98271924147,0.983992983185,0.978799735397,0.960285106243
22,0.992870987325,0.992920655444,0.994923940458,0.992241744777,0.9774777385,0.985044443744,0.983992983185,0.980143697633,0.960285106243
23,0.988338730874,0.992920655444,0.995680366413,0.992241744777,0.976578100737,0.984169488657,0.983992983185,0.985997491726,0.960285106243
24,0.995161695681,0.99559379738,0.997520830021,0.994936574439,0.987213395139,0.992162709912,0.991619971935,0.992836407191,0.977285546169
25,0.993858954246,0.99563074731,0.997168920313,0.994936574439,0.987845749532,0.992120667684,0.991619971935,0.990140694465,0.977285546169
26,0.995560017285,0.99563074731,0.996912838104,0.994936574439,0.987724895536,0.991939302443,0.991619971935,0.989477389858,0.977285546169
27,0.995045344466,0.99563074731,0.997514733749,0.994936574439,0.987066221594,0.992537050541,0.991619971935,0.984775871354,0.977285546169
28,0.997126184807,0.996814366362,0.997755449622,0.996470190395,0.992361301721,0.995055634259,0.994765337078,0.992254176796,0.984892985685
29,0.997247810563,0.996856177537,0.9976055491,0.996541225025,0.991976363107,0.994988744219,0.994837250432,0.993358065696,0.985073377515
30,0.99687428436,0.996856177537,0.99789294072,0.996541225025,0.99207494881,0.994495193317,0.994837250432,0.991468646867,0.985073377515
31,0.996969491029,0.996856177537,0.997525357097,0.996541225025,0.992363668163,0.995566103139,0.994837250432,0.994245666732,0.985073377515
32,0.963518758515,0.972613132637,0.970020413754,0.956265820357,0.927806712951,0.947585067123,0.951779113459,0.952384066097,0.927841654024
33,0.961562704715,0.972613132637,0.968967409573,0.956265820357,0.929475307029,0.947383013546,0.951779113459,0.960068142493,0.927841654024
34,0.961429210424,0.972613132637,0.969623857182,0.956265820357,0.930020099649,0.927947211162,0.951779113459,0.951463197104,0.927841654024
35,0.963172639831,0.972613132637,0.967726244887,0.956265820357,0.930908902831,0.938653936587,0.951779113459,0.951486301885,0.927841654024
36,0.98097011691,0.985539276165,0.98438464115,0.978384193551,0.966495113414,0.969958498981,0.978406090239,0.976362902722,0.967234399969
37,0.980764288042,0.985539276165,0.984734384113,0.978135930411,0.966300598338,0.966456387989,0.978406090239,0.980362597074,0.967234399969
38,0.980525236613,0.985539276165,0.98364256994,0.978135930411,0.965989550598,0.973174442911,0.978406090239,0.972966046844,0.967234399969
39,0.980497299459,0.985539276165,0.982993974938,0.978135930411,0.967285067395,0.971288760536,0.978406090239,0.978107238199,0.967234399969
40,0.986459239089,0.989749933781,0.989290707378,0.985224416891,0.978196763941,0.983580202132,0.986036708514,0.987787688504,0.979464983873
41,0.986455312786,0.989536403319,0.989002426153,0.984866821323,0.977360633621,0.98026202332,0.986049695515,0.985002882812,0.979520858181
