UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,RANDOM
0.937971269477,0.964913684195,0.945041783287,0.950093402919,0.96625357102,0.981159368602,0.966445588625,0.963929261463,0.940770718665
0.97104305956,0.973558657341,0.977892410992,0.975847417484,0.978874156954,0.977826358021,0.97881679988,0.977592435185,0.976276646675
0.972168056614,0.949436356994,0.962679281731,0.943989495131,0.984429812187,0.955077688641,0.972592815956,0.974657676097,0.963448484708
0.958411021546,0.95952736519,0.958457676527,0.909061569996,0.965794832189,0.969139903171,0.965032033772,0.9679023547,0.941722925206
0.957363325591,0.957507794763,0.967418604622,0.943336964666,0.957885770776,0.957694296536,0.96741416114,0.932105149336,0.94934729433
0.941562509364,0.953861404174,0.961606766796,0.953110016997,0.974809063829,0.973497790978,0.976757721241,0.969522318292,0.950721655627
0.931127485284,0.957391432575,0.972856002428,0.969744404318,0.990581719735,0.97172503424,0.989597798564,0.973456979877,0.958469463983
0.973988284509,0.990963238093,0.991309224633,0.993183489407,0.993660877968,0.994824538981,0.994666090081,0.988302901042,0.986720764277
0.978882829493,0.979203423071,0.97225468747,0.948545739375,0.984808727921,0.977180776444,0.974424666882,0.947324707645,0.96562456646
0.933206189712,0.959496623477,0.94848731182,0.96024023121,0.987196964883,0.980837619091,0.981518189597,0.975552459335,0.955534675335
0.934215959342,0.977459454221,0.954409937746,0.963262082933,0.981562043433,0.982478063839,0.982013007325,0.975086325235,0.937559526295
0.978133285036,0.983821531403,0.982241799111,0.984282387485,0.99153075769,0.989663075402,0.993602527481,0.984781959285,0.968082700499
0.967826608539,0.981784449157,0.987931077693,0.972300168754,0.990554760736,0.989094597605,0.990023199032,0.972628084215,0.971167888651
0.902427925216,0.90477873124,0.911189753069,0.912475866935,0.91521233299,0.908276631271,0.918773630557,0.912777488561,0.907260912139
