UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,RANDOM
0.999337212193,0.999456868913,0.999015057775,0.986120905227,0.985241269618,0.994881917932,0.993899429213,0.990021284993,0.989590733905
0.996470190395,0.996814366362,0.997325850139,0.992644847709,0.984892985685,0.994765337078,0.986894157545,0.991591113941,0.992361301721
0.989308224728,0.991728186293,0.990387051899,0.980745411587,0.98514060543,0.989601640349,0.985574612889,0.981191348966,0.983874073808
0.999546996441,0.99964233086,0.999625617781,0.999444696992,0.99875132567,0.999118936814,0.999418468558,0.999498212721,0.999440771189
0.99421246535,0.994876783981,0.994635455066,0.990835427166,0.989247615046,0.993943141464,0.991443619626,0.990217834936,0.992818140033
0.998358366115,0.998343958694,0.998334057182,0.994813223637,0.992955779194,0.996533018582,0.996847374,0.995245495627,0.995579715499
0.998661614657,0.998669746733,0.998671196131,0.998622879804,0.998645732955,0.99862678417,0.998099743181,0.998643388003,0.998638205432
0.985249809908,0.994943794049,0.993558981745,0.989513278483,0.972450479511,0.993613099223,0.988379854602,0.98700486501,0.988089284285
0.998980316915,0.99918630662,0.997777819159,0.992089649186,0.986913690724,0.9956639115,0.992905540236,0.992621746964,0.991493694113
0.990490018674,0.991603276394,0.991718855492,0.990335570566,0.987875751846,0.991435494149,0.990499090576,0.9898625983,0.990489835827
0.99472217377,0.995611706446,0.99566529419,0.99137716134,0.9913821966,0.99398419692,0.993101673707,0.991807781413,0.991571485743
0.98448489286,0.989825558526,0.981475768686,0.978273596418,0.986685522719,0.98986791405,0.977388759867,0.976359632103,0.976867913439
0.995629750231,0.995151147031,0.995296863686,0.992898624151,0.987763730499,0.994647374982,0.991409152995,0.992817474159,0.992865286492
0.995700231032,0.998061692182,0.9971481855,0.992797014352,0.987934998867,0.996190909636,0.993605317026,0.991309751709,0.991965676085
0.988433948673,0.99071998785,0.991062370197,0.987451992633,0.986448712089,0.988848434874,0.977625250084,0.985626175369,0.985310772857
0.997573936246,0.998981251701,0.995446780853,0.991479458799,0.980038006526,0.993253707615,0.992860564272,0.99054629447,0.991603262965
0.990280041686,0.990477053288,0.990932944942,0.98913950038,0.990182604179,0.989985822206,0.990390058421,0.988007152355,0.989378465678
0.999601175543,0.999233511698,0.999668147813,0.993556403573,0.986660993995,0.996460287954,0.99871344085,0.993347735623,0.99288675142
