UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,RANDOM
5.46695833333,5.15172222222,5.26488888889,4.88508333333,4.66918055556,3.71175,3.82486111111,11.9693194444,10.3419563889
498.594798817,219.087408284,149.087591716,138.333816568,42.2527928994,61.7951656805,43.0268047337,113.869544379,148.236853491
11.2908661202,9.26459289617,9.27139344262,14.802489071,6.72175136612,4.28777868852,7.66596721311,9.08276775956,16.1908806557
31.2273870968,28.5991612903,29.1373548387,40.0257311828,26.9546344086,25.0214408602,24.9107741935,34.9028387097,38.0302253763
46.9053741007,35.2617410072,44.4101366906,44.5783381295,23.3808201439,21.4170935252,24.9065539568,31.9035035971,64.1055523741
26.5155,13.1041153846,11.404025641,19.1906794872,9.19784615385,7.46196153846,8.71742307692,10.7114358974,21.2221446154
1091.42711329,895.486218244,970.992339872,792.703998529,145.939879353,188.094731731,195.141714566,172.088113291,771.75137537
99.7906585366,61.8402439024,20.1831097561,30.1860243902,21.2745853659,18.2644634146,17.4261219512,21.8085853659,37.6239326829
257.674826087,152.837434783,255.287782609,177.594478261,106.869869565,123.74126087,115.817782609,161.92673913,196.66375913
716.229813385,488.983694981,1019.41056885,794.190289575,162.30818018,207.133864865,270.897236808,249.356571429,882.823229472
70.7043333333,27.8706888889,56.2901777778,39.1683333333,22.7241111111,20.7466666667,21.0662444444,22.4612,62.3052231111
2664.65372381,1215.44611746,901.906993651,224.650425397,87.1678412698,141.119460317,86.0430666667,156.320901587,432.454856571
515.035873077,682.090265385,348.453284615,585.075788462,282.267357692,257.729588462,254.182715385,253.767957692,536.854016154
189.315946396,138.548942699,121.366942699,102.392818854,79.7689279113,65.5727449168,70.7929500924,96.245805915,125.805111091
