UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,RANDOM,subject,gn,ts
95.6948400328,65.4382394926,65.2584235925,67.4952561237,56.1785235657,54.3601021009,58.1559508839,57.0040312557,76.3318439106,blueflood,100,1.5
1702.85512521,1695.53799317,1699.07014065,1695.90136245,1696.46765043,1694.8503062,1694.92411882,1695.58787176,1697.16533464,commons-pool,100,1.5
280.405585381,270.687044662,259.035733636,256.883208371,261.444041086,253.904457024,257.063496613,256.491736197,262.771167848,jsprit,100,1.5
98.9076506286,51.3636361417,54.8539444108,49.785437811,68.5832946588,50.5223162625,52.4612416627,50.0415796903,62.7822605176,rome-1.5.0,100,1.5
618.498743165,430.253078222,415.942933719,417.399031813,304.543076244,284.100900663,307.316784227,300.131096379,456.561379475,RoaringBitmap,100,1.5
435.871934605,342.666757493,576.64119891,575.091771117,478.30359673,344.605558583,548.299564033,574.56986376,678.394827248,assertj-core,100,1.5
15831.9353356,14950.0595342,15258.7361945,15058.806369,15055.7816776,14937.0672651,15094.4729286,14989.3815202,15259.6696971,mapdb-mapdb-1.0.9,100,1.5
11.2793776127,10.3145867733,10.4089996977,10.442388637,10.5072959852,9.81407259514,10.0804189082,10.2016170202,10.9368118332,lambdaj-master,100,1.5
9936.1884793,3352.78490591,2651.61722031,2975.57107655,1518.37587375,785.196466135,1232.77966421,1148.67221346,3960.95473878,camel-core,100,1.5
121.127778989,99.1500632968,100.788468261,96.4638673007,107.798983677,97.5944582311,97.9114621027,96.2139209616,109.376211144,commons-dbcp,100,1.5
794.102446981,354.665992193,306.502837453,345.927020693,210.999531958,196.783246609,226.109942074,217.710153228,428.30995422,commons-math,100,1.5
4701.71451361,4688.98397653,4702.93019894,4692.61318468,4687.37495444,4679.6967375,4690.65583798,4691.00767084,4705.59796683,OpenTripPlanner-otp-0.20.0,100,1.5
3528.11073727,2404.64493034,2270.79684983,2206.08093814,2100.74703663,2012.93250502,2079.04387734,2096.31783,2569.70205543,hbase-1.2.2,100,1.5
371.399354573,345.96192587,352.507697744,351.943783819,345.335054674,341.211034872,348.546989033,344.028066231,360.381007332,commons-io,100,1.5
30.0452135493,23.6307805596,22.8459499264,20.9858615611,28.5625920471,21.8924889543,23.5002945508,20.6337260677,26.3158998527,jopt-simple,100,1.5
17116.4699414,13498.136876,13456.5415797,13923.1621315,13360.3441111,12339.6536332,12579.9550821,13522.2393786,14647.6012241,languagetool,100,1.5
134.531318216,133.252297747,133.680555198,133.388381319,133.955091346,132.795981185,133.209772169,133.494033929,133.789830848,asterisk-java,100,1.5
763.866125761,291.615821501,298.877281947,284.211359026,465.33296146,264.898681542,279.700912779,309.812677485,306.875659229,la4j,100,1.5
403.289550623,227.015809421,245.582133189,269.008391987,357.036220899,212.123822415,244.927233351,279.152571738,290.837741202,vraptor_archive,100,1.5
24.7263785124,20.9919454545,18.9941652893,24.7251090909,18.5464198347,16.3716297521,16.7813438017,18.3410842975,23.5126156694,javapoet,100,1.5
172.816246002,154.802812643,161.120849962,157.248376999,152.306996954,146.023843869,150.250888043,152.736079208,161.350956847,streamex,100,1.5
65.6619367337,65.097080922,66.1571706719,65.4228871996,65.0941020108,64.8245841099,64.9509656694,65.081957332,65.7003058754,jackson-core,100,1.5
43.4610630631,41.5344684685,42.8293912484,45.5967425997,40.6984761905,40.1386795367,40.822993565,41.3849485199,46.5122516602,joss,100,1.5
51.1062190476,50.9739142857,50.9939904762,51.0385206349,51.0285746032,50.8099619048,50.8879396825,50.9685047619,51.143087746,asterisk-java-v2,100,1.5
57.7928873072,57.1438647687,57.1099264531,57.4192680902,57.1074139976,56.797198102,57.0264626335,57.0939940688,57.4706824674,la4j-v2,100,1.5
12.3174983923,12.3056109325,12.3031768489,12.6689967846,12.2491993569,12.2263054662,12.2230450161,12.307022508,12.5754280386,redline-smalltalk,100,1.5
