UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,RANDOM,subject,gn,ts
0.999791236385,0.999816368464,0.999802634273,0.999812437932,0.999817569116,0.999820434545,0.999815323071,0.9998176633,0.999802536055,blueflood,200,1.5
0.998697979519,0.998698235692,0.998698291481,0.998696987918,0.998698149742,0.998698244696,0.998698331825,0.998698251938,0.998698211906,commons-pool,200,1.5
0.9997436255,0.999750402024,0.999752306822,0.999755327467,0.999751642443,0.999756896958,0.999754559154,0.999755273336,0.999751721549,jsprit,200,1.5
0.997777421608,0.998746518902,0.998643216329,0.998728164554,0.998377042021,0.998734988287,0.998658654639,0.998713137992,0.998524605266,rome-1.5.0,200,1.5
0.999687268405,0.999748275995,0.999748441075,0.999747408866,0.999765636023,0.999774101187,0.999763810147,0.999767194744,0.999729185233,RoaringBitmap,200,1.5
0.998730167393,0.999013736692,0.998462186532,0.998397805476,0.998689130812,0.999019719978,0.998390184131,0.998364545498,0.998066816587,assertj-core,200,1.5
0.996296396281,0.996438678316,0.996400704708,0.996415399644,0.996407978541,0.996440339022,0.996426375688,0.996422606628,0.996383472074,mapdb-mapdb-1.0.9,200,1.5
0.999253281116,0.999273837494,0.999271856754,0.999268156879,0.999258016172,0.999278393708,0.99927465588,0.999272549304,0.99925649878,lambdaj-master,200,1.5
0.998847341442,0.999605941185,0.999563333636,0.99968627314,0.99980719242,0.999901067998,0.999651587564,0.999848064884,0.999567390941,camel-core,200,1.5
0.999882248339,0.999895778822,0.999897325972,0.999898685754,0.999888063253,0.999895819342,0.999897301796,0.99989784923,0.999890439646,commons-dbcp,200,1.5
0.999532455016,0.999746107721,0.999761656373,0.999735249219,0.999805557161,0.999825443423,0.999797019217,0.999797986752,0.99969859676,commons-math,200,1.5
0.998593475097,0.998593369992,0.998592467831,0.998593313968,0.998593464636,0.998593836001,0.998593577088,0.998593582342,0.998593145544,OpenTripPlanner-otp-0.20.0,200,1.5
0.999430342408,0.999448521296,0.999432262255,0.999439812954,0.999448254095,0.999452898879,0.999451290167,0.999429390723,0.999424920333,hbase-1.2.2,200,1.5
0.999502256295,0.999517325856,0.999509739215,0.999512908234,0.999514710266,0.999518734582,0.999512799145,0.9995159017,0.999507734488,commons-io,200,1.5
0.99890665313,0.999126222588,0.999178503579,0.999238263474,0.998950081904,0.999192849045,0.999104867879,0.999261223354,0.999072147969,jopt-simple,200,1.5
0.998355558484,0.998505374202,0.998492363819,0.998517575255,0.99850041196,0.998555364509,0.998548492655,0.998504749159,0.998465146274,languagetool,200,1.5
0.997979354543,0.997979359444,0.9979795121,0.997979780429,0.997978794037,0.99798026582,0.997980080893,0.997979995637,0.99797888577,asterisk-java,200,1.5
0.997328425511,0.998742981783,0.998790406056,0.998696019699,0.998384211633,0.998772438831,0.998792539917,0.998781156035,0.998753732382,la4j,200,1.5
0.999466624204,0.999670954454,0.999626636383,0.999624215564,0.999496324402,0.999692765517,0.999637047912,0.999617040294,0.999591713512,vraptor_archive,200,1.5
0.999652331163,0.999660462103,0.999653759309,0.999654502831,0.999662574096,0.999667295804,0.999667924086,0.999662299913,0.999648999625,javapoet,200,1.5
0.998679623621,0.998714831658,0.998701507076,0.998698702305,0.998707726987,0.998734956641,0.998726781868,0.998705554918,0.998693135464,streamex,200,1.5
0.998160162605,0.998165499612,0.998162457261,0.998162623578,0.998162136501,0.998166698872,0.998164926583,0.998163372667,0.998158136416,jackson-core,200,1.5
0.998942847296,0.998962993785,0.998949149182,0.998935188249,0.998965077253,0.998976848545,0.998968529041,0.998962744289,0.998928320297,joss,200,1.5
0.99799228817,0.997992318317,0.99799042799,0.997992303244,0.997992270585,0.997992383635,0.997992356252,0.997992024386,0.997992158712,asterisk-java-v2,200,1.5
0.999154718187,0.999158471531,0.99915731074,0.999155753315,0.99915776737,0.999160608,0.999158786591,0.999159017864,0.999154334506,la4j-v2,200,1.5
0.99642817033,0.99642609311,0.996405792396,0.996403381405,0.996426047204,0.99642585115,0.99642995299,0.996427296214,0.99641529761,redline-smalltalk,200,1.5
