,AARP,AGA,AGE,AGT,RANDOM,UARP,UGA,UGE,UGT
0,0.93413889124,0.99768543672,0.993059653787,0.997308912018,0.935840942717,0.93431275765,0.965715858005,0.929645300107,0.922109187731
1,0.927197506984,0.99768543672,0.987857588177,0.997308912018,0.938434685019,0.937224565384,0.965715858005,0.940659966745,0.922109187731
2,0.946597885937,0.99768543672,0.993569246358,0.997308912018,0.936510103856,0.947514861217,0.965715858005,0.957626928677,0.922109187731
3,0.947862076445,0.99768543672,0.991637491023,0.997308912018,0.93799177932,0.933992045925,0.965715858005,0.948480416272,0.922109187731
4,0.977723944946,0.998874560244,0.996832323032,0.99866105619,0.972709550943,0.974358044254,0.986091310888,0.976059709248,0.964159236669
5,0.977839195882,0.998874560244,0.997357522214,0.99866105619,0.971792214777,0.979671636414,0.986092573618,0.980822251426,0.964159236669
6,0.974033459407,0.998874560244,0.99733759076,0.99866105619,0.973096957482,0.977099079067,0.986092573618,0.980061994238,0.964159236669
7,0.965816189966,0.998874560244,0.996220974941,0.99866105619,0.971775001338,0.97026019593,0.986092573618,0.971218231842,0.964159236669
8,0.983838376943,0.999272022385,0.998286868325,0.999105674285,0.984177057121,0.984850052238,0.99200736767,0.988747332611,0.978247196506
9,0.984592213222,0.999272022385,0.998626342337,0.999105674285,0.983790860424,0.984756729635,0.992010132301,0.984372247107,0.978247196506
10,0.981451214208,0.999272022385,0.998358919557,0.999105674285,0.983817687771,0.97903930301,0.992010132301,0.988972939494,0.978247196506
11,0.978219063902,0.999272022385,0.998273826344,0.999105674285,0.984094057259,0.985938771127,0.992010132301,0.992182496442,0.978247196506
12,0.986120905227,0.999456868913,0.999015057775,0.999337212193,0.989590733905,0.990021284993,0.994881917932,0.993899429213,0.985241269618
13,0.992065567179,0.9994560379,0.999112315689,0.999325604292,0.989500870887,0.988458585276,0.994888075517,0.987497982031,0.985353899355
14,0.986653586661,0.9994560379,0.99881845401,0.999325604292,0.989653198236,0.991024251107,0.994888075517,0.991268029517,0.985353899355
15,0.990609413941,0.9994560379,0.999166698634,0.999325604292,0.989253080148,0.988434617733,0.994888075517,0.989397002017,0.985353899355
16,0.927397109347,0.982208394561,0.989346123926,0.979355107399,0.934509655672,0.939291452184,0.95146344636,0.941154301348,0.89195785133
17,0.951570870853,0.982350373177,0.986809370508,0.979982904703,0.940374884235,0.917625529693,0.95513881576,0.93394758201,0.89195785133
18,0.969048869008,0.985284231928,0.990083227105,0.982369710011,0.943541076951,0.938946005604,0.95513881576,0.951414275706,0.89195785133
19,0.94355623272,0.985284231928,0.990846732132,0.984379341692,0.946496958549,0.950742210493,0.95513881576,0.94384759493,0.89195785133
20,0.972282668908,0.992920655444,0.995277739686,0.992241744777,0.977188608518,0.97600061738,0.983992983185,0.981123440449,0.960285106243
21,0.980187424529,0.992920655444,0.996112372737,0.992241744777,0.97648130088,0.978017158752,0.983992983185,0.979298275891,0.960285106243
22,0.980616090217,0.992920655444,0.99566907384,0.992241744777,0.9774777385,0.973851135325,0.983992983185,0.974605725279,0.960285106243
