UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,SUGT,SUGA,SUGE,SUARP,SAGT,SAGA,SAARP,RANDOM,subject,gn,ts
11544.4552063,5100.56250312,9296.57277017,9788.06391187,422.10567339,367.075087339,1022.3832642,7730.36283134,11544.4552063,4985.03810056,7515.20711216,7391.8570706,422.10567339,723.407433125,10326.2397588,9181.6114304,blueflood,4,2.0
71462.2777956,30523.7463209,48339.4331409,33176.850373,11015.8853269,10454.4468036,9080.54981302,37786.6727908,71462.2777956,30081.1329528,29823.704075,20331.2529638,11015.8853269,9713.52473581,33618.8358009,35971.2567818,commons-pool,4,2.0
165.158441558,115.168831169,125.866233766,147.778571429,103.333116883,68.111038961,69.5623376623,157.764935065,165.158441558,148.746753247,137.472727273,170.100649351,103.333116883,76.4733766234,155.248701299,160.815233766,scribe-java,4,2.0
3809.00998945,2592.6215298,1547.64122327,1390.76853145,874.565722328,738.538528548,736.553046932,1887.51039412,3809.00998945,1554.28362405,1281.38887151,1231.78875287,709.882313259,702.877490825,1550.02635895,1418.61003634,jsprit,4,2.0
1180.45727273,478.760909091,365.768181818,211.187272727,120.585454545,95.0536363636,99.6281818182,194.264545455,1180.45727273,473.770909091,531.695454545,201.06,120.585454545,94.66,339.116363636,337.547036364,java-apns,4,2.0
91784.98217,46565.3317685,38376.6095003,59268.6142726,5232.42410981,9759.77825987,5412.24469082,48963.4947017,91784.98217,44934.0329926,34302.8668732,34194.3164681,5232.42410981,9291.61604205,36622.502095,49091.3652753,stream-lib,4,2.0
543.530127369,570.953111524,629.863526126,664.851424218,331.084417689,313.130796966,361.747558641,390.64968868,466.564372704,596.282406019,576.730189748,531.814701073,303.451932976,286.30977815,463.041575786,642.152627415,LastCalc-0.1,4,2.0
2029.26004987,699.43660444,873.376601864,1077.68508924,1045.04607161,451.15551963,357.73130228,859.604140201,2029.26004987,661.8052745,540.116002071,688.628263583,1045.04607161,447.431910483,883.886839559,920.44356547,rome-1.5.0,4,2.0
44986.1623137,18971.1673983,34258.4785583,27410.1074939,2331.46791704,2165.39654747,5133.62306286,43574.0775354,44986.1623137,18970.5598169,22333.2856586,31116.9819971,2331.46791704,1936.80470926,24803.1296598,31078.3017972,RoaringBitmap,4,2.0
1100.0092194,479.776527888,466.367683932,579.754886995,457.19386978,333.169134262,334.692680057,548.650143682,1100.0092194,479.469594513,508.571791615,520.590321961,457.19386978,318.901957595,682.399932445,575.692024968,raml-java-parser-master,4,2.0
204.221486093,110.697186087,163.62211764,210.42291472,75.7285727067,66.3175969533,64.03667834,250.721909587,204.221486093,110.28615264,128.422262547,191.580483607,75.7285727067,67.2070367667,232.111895693,199.935784515,jackson-datatype-guava,4,2.0
8577.4560218,6538.65340599,13493.4299183,16934.5076839,10009.0924796,6553.91580381,10888.673515,14039.446376,8577.4560218,6538.65340599,10985.2013624,10047.8419619,10009.0924796,7518.39089918,14087.2905722,15015.1246158,assertj-core,4,2.0
135169.803329,59363.7100627,113710.030063,57829.4737227,24622.258807,41099.9706014,30751.128791,69225.1713931,135169.803329,53297.4402472,74436.8258623,42948.6612746,24156.8322629,36336.1792339,77935.4595503,76590.7975831,mapdb-mapdb-1.0.9,4,2.0
434.2338101,143.303704918,234.692120099,387.961647499,94.1556440121,42.7607484831,66.8801957557,427.631682707,434.2338101,132.242790726,139.347637908,371.647350884,94.1556440121,45.7349379852,349.260907918,327.439698943,lambdaj-master,4,2.0
623.736466165,557.281203008,1413.31015038,514.886466165,372.15,293.119548872,297.557142857,442.880451128,623.736466165,519.07481203,424.938345865,690.888345865,372.15,348.319172932,537.60112782,615.600330827,metrics-core,4,2.0
287632.270365,100715.496545,118091.752895,123796.890766,34458.5006388,14548.1409307,60201.1842559,116315.769537,287632.270365,62506.747427,106542.139129,92923.8451628,34458.5006388,21092.9514319,121651.120559,124495.932106,camel-core,4,2.0
53.3622135556,42.1626391358,70.446048963,70.2397342593,32.0638329259,32.7773158025,28.2713397407,46.4381275926,50.1602267778,44.680549284,43.6329354691,38.4578495926,27.7779036914,23.246640037,43.9130039506,48.3150180025,gson-fire,4,2.0
