UGT,UGA,UGE,UARP,AGT,AGA,AGE,AARP,SUGT,SUGA,SUGE,SUARP,SAGT,SAGA,SAARP,RANDOM,subject,gn,ts
2.0312522,2.0312522,0.0337285,0.0377592,0.0508243,0.0317494,0.0306621,0.2187386,2.0312522,2.0312522,0.0486439,0.0426833,0.0508243,0.0316458,0.4607751,0.05122049,blueflood,8,2.0
59.481338,0.64758,1.275552,1.657593,0.070757,0.081409,2.710512,0.072466,59.481338,0.64758,0.314968,0.089709,0.070757,0.070757,0.072629,0.46821254,commons-pool,8,2.0
2.5,2.5,2.1,2.4,1.8,1.6,1.4,4.0,2.5,1.8,1.8,1.8,1.8,1.6,1.4,1.924,scribe-java,8,2.0
34.8493513,0.6574672,0.5991543,0.0467924,0.0640093,0.0422227,0.0865343,0.0747631,34.8493513,0.6574672,0.0761172,0.0495826,0.0640093,0.0234891,0.0655434,0.06494049,jsprit,8,2.0
65.1,2.5,1.7,1.3,1.5,1.4,1.0,1.3,65.1,2.5,2.5,1.0,1.5,1.0,1.0,1.324,java-apns,8,2.0
755.4864375,1.4609154,0.7140209,0.0937451,0.0640185,0.0641292,0.0738731,0.0585923,755.4864375,1.4609154,0.8393646,0.2037888,0.0640185,0.0641292,0.0569174,0.542473256,stream-lib,8,2.0
0.875883,0.875883,0.875883,0.219358,0.672892,0.11467,0.269713,0.72185,0.875883,0.875883,0.875883,0.11467,0.219358,0.11467,0.40896,0.30984622,LastCalc-0.1,8,2.0
3.753918,2.903596,1.547087,1.250123,1.280201,0.182023,1.089795,1.50603,3.753918,2.903596,1.721967,1.238581,1.280201,0.182023,0.542969,1.42869406,rome-1.5.0,8,2.0
94.4520103,80.9030157,0.0488282,0.0571846,0.0469876,0.0469876,0.0545388,0.0526879,94.4520103,80.9030157,0.0684516,0.0518593,0.0469876,0.0469876,0.051291,0.068984462,RoaringBitmap,8,2.0
3.276345,0.940172,1.140405,0.941167,0.617783,0.617783,0.750924,1.128613,3.276345,0.940172,3.110766,1.140405,0.617783,0.141097,0.951649,1.22066944,raml-java-parser-master,8,2.0
4.044769,0.923609,1.054134,0.181006,0.181006,0.181006,0.405129,0.405088,4.044769,0.923609,0.663517,0.405088,0.181006,0.181006,0.650346,0.54746084,jackson-datatype-guava,8,2.0
