UGE,AGE,UGEm,AGEm
327.210054798,114.96100664,249.343617196,157.898476163
195.373131387,156.510940622,298.689256627,164.412432744
281.532536096,110.041902593,245.39736594,146.636679987
192.999323419,105.057264938,219.455275206,130.202108697
228.339245995,93.0437222769,256.419593226,130.126611135
214.766284597,108.224444554,174.308665706,157.947010173
29720.2987445,5469.2283301,28688.1679398,5826.44934417
30017.6968395,5205.64291759,20699.298152,6233.93591229
43789.0028875,5414.85306803,24393.1500301,5508.23654247
34258.4785583,5133.62306286,19539.6586007,6261.01122423
12645.5486761,2460.71885993,10906.5234479,2826.50499665
12948.4621174,2326.76466521,10474.4138051,2692.8253288
12190.0237594,2501.42015238,11169.4604948,2673.31498659
11281.9430757,2603.04141872,12618.6108547,2804.32226463
6525.30656555,1770.21679396,8005.31835894,1565.64773734
5941.97080385,1458.12485549,8192.31436133,1964.44762586
8052.63345163,1544.44489735,8758.41147458,1765.45903685
9359.15785759,1417.66764727,5343.04093973,1585.3079677
4955.83193091,1130.18201613,4436.3936186,1470.02787528
3190.42051767,1093.47788031,4605.49971403,1153.66427053
5698.96452643,1196.19763263,4276.64400123,1305.5352676
4861.31214417,1225.22276665,4836.86999133,1196.18820917
658.265174527,334.721727803,519.295080101,372.69444989
443.468160476,335.992932946,617.221531935,356.677031074
608.090053697,333.034993644,473.603669783,348.896361952
466.367683932,334.692680057,751.932116515,327.409170764
329.048915055,257.009635647,343.339243779,270.272452039
349.630722562,266.486689411,345.085843907,260.748577622
372.007814065,264.3678781,348.628227165,266.487189595
306.571683592,261.429888177,312.182593286,261.75324222
283.248052207,230.857983163,262.749098893,239.938970011
299.752390163,233.984845946,254.453324791,239.369722082
246.443486893,229.059531668,255.110590682,238.597608019
271.476765236,227.444026229,260.166411352,240.33212746
254.285369917,219.594134607,243.570833405,223.489803097
240.784964683,222.02407983,245.483021095,226.55115184
242.058605261,219.97209013,236.275461039,222.821177673
241.679221579,218.701501335,248.158504903,225.65067578
166.614523807,73.71601768,249.768512167,61.51938802
135.185422067,64.1581854733,181.943768673,67.1998373133
132.0831357,63.6704991733,149.109884953,60.1303414
163.62211764,64.03667834,239.45958044,71.7118217067
78.6992358533,46.3114356133,101.918176233,45.9659716333
99.5610681067,46.4029909667,106.637578213,48.33414528
96.75811376,46.6385109067,94.57251262,49.5627837333
103.626001507,48.1428780067,96.5234346933,44.40776832
48.4544729933,34.08134188,59.8418929133,36.48446544
80.47273168,32.8884329267,53.69063558,34.3054137067
49.56002194,33.51390706,68.4161606933,34.4588433667
47.8780594067,34.7056877867,55.6523880533,35.4482604733
44.2876155533,28.4113181,42.60322534,28.9833485267
41.73289388,30.0947148533,44.3390484267,29.60749486
37.1553067267,29.3659856467,37.1067250333,29.4980959467
51.3530670267,29.23081684,42.1156605267,30.2575583133
12740.5466485,10736.3788556,13230.0165123,11486.0257766
12690.4271935,10539.8829428,12633.2080109,11820.5817439
13431.467139,10495.9247956,12774.8379292,12312.5228883
13493.4299183,10888.673515,12448.0644142,11658.0695368
6640.92850136,5448.99700272,6417.61035422,5887.96779292
6622.1319346,5331.48681199,6687.69673025,5941.67798365
6757.67138965,5523.40817439,6668.40419619,5797.18692098
6709.50959128,5265.23929155,6650.49836512,5888.96888283
4180.18381471,3756.65422343,4551.32158038,3935.79253406
4481.17182561,3739.31269755,4573.21945504,4080.67264305
4481.3786921,3556.41177112,4668.02168937,3934.36702997
4264.42441417,3755.00861035,4460.37945504,4062.95689373
3307.27683924,2781.22207084,3729.27945504,3075.65286104
3490.23177112,2751.18207084,3451.82234332,3200.22108992
3403.35182561,2858.58790191,3379.71231608,3126.3173842
3283.59275204,2784.60899183,3404.78032698,3059.96163488
136389.963344,31225.2250396,81421.1418468,33221.3799992
106820.849027,30473.5720649,105307.01941,32955.3226395
102154.314049,30215.6192763,63417.846999,32337.3569824
113710.030063,30751.128791,133299.730379,31427.3838052
39219.5013972,21168.0155611,43289.5073688,20520.7070622
45592.5638526,21734.9895712,44924.3105697,21454.670431
43272.1387108,20893.2913668,46005.6455415,20353.0501983
44927.3250733,20944.5935155,41137.0528113,20778.8801483
30043.2613892,18297.156236,22694.2334551,18990.9231857
33678.8634221,16917.5398217,27637.3107871,18065.473935
32226.9516661,18612.51814,26303.5827359,18842.4405382
36021.7235991,17881.8967672,31521.9405265,18159.9565766
31646.3374655,17490.9429754,25486.7691715,17283.108995
36005.4225752,16677.2711261,24422.7227738,17276.8887807
25080.9018837,17510.3460785,22749.1569959,17902.0497176
25865.6841145,17596.2471181,31030.6745798,16973.861262
422.132754343,72.8571234899,254.241182795,71.0091992996
371.325071308,67.8695625857,493.194863445,71.7747215236
471.326191188,75.1771116356,348.530194869,79.7459607328
234.692120099,66.8801957557,373.128584594,68.0127920796
173.294147575,35.2326142456,143.461783057,45.4740640715
120.00161581,32.2422869474,155.323337897,34.5796717814
129.829492509,34.648463363,119.754995779,37.1670418354
136.814126363,36.2161043158,137.295285282,42.8041889838
110.915960103,25.4762217571,81.461137664,31.3351244939
63.7074614211,27.5323624507,80.6459656356,28.1576803617
92.4435552564,26.653085776,120.4302398,29.4748660756
88.3973064534,25.6011054831,55.1998895709,25.3240028529
62.6802211984,22.0759800351,47.8519758543,23.9615181808
60.9345397072,19.8154923698,46.2624191754,22.7497498947
67.2848561012,22.7390014103,56.5818065762,22.8736378893
51.8449803023,20.0055195034,69.156590614,21.3233207166
806.290225564,346.062781955,632.090601504,373.910902256
680.733458647,383.159022556,1409.60639098,333.80037594
588.471428571,371.833458647,799.805263158,349.413157895
1413.31015038,297.557142857,596.72518797,285.885714286
321.164661654,207.846240602,295.220300752,198.066917293
296.407518797,200.728571429,332.930827068,202.458270677
352.728195489,196.930451128,425.25,199.545864662
315.587969925,197.2,311.057894737,199.807518797
235.801503759,154.387218045,229.169548872,161.796616541
236.943609023,149.456390977,252.084962406,145.107142857
215.614285714,134.356766917,245.828195489,137.22406015
286.15,134.042105263,230.583082707,145.301879699
163.077819549,128.165413534,248.212781955,121.679699248
186.744360902,118.044360902,158.438345865,128.757518797
175.148496241,126.026691729,167.390601504,132.720300752
170.313533835,122.954887218,180.831203008,128.184962406
121682.169209,65686.7837135,118237.348798,70102.7019263
125462.750336,64866.4361348,120607.913726,72828.9719721
111373.778277,62913.938259,117051.542057,79300.5081908
118091.752895,60201.1842559,119945.652318,69812.8005069
61050.5667478,30740.4194175,55109.2609853,35790.6523326
55845.5305776,32178.5396416,53012.4132642,33817.2130814
58343.0609032,32338.2355583,57921.7939732,35115.840727
61040.956319,32300.4258388,56306.6423991,35473.4737027
37166.8394443,18744.492753,37372.0185977,21183.3595513
38534.8402768,17431.697863,34430.0092126,20775.7039436
41506.4197039,18314.0078954,36730.9208831,21108.9043593
42496.8106181,18972.9227462,34646.6459932,20089.9935937
27098.6481481,12195.0902096,25438.5691004,16223.2827641
27367.6327204,11776.0927558,28517.6857671,13782.6163303
26012.2760756,14043.5900912,29242.3803872,14152.6096776
28453.5176357,12052.1167144,26959.5388551,13310.3228086
31.323721716,27.2086799506,40.1879986543,29.7448470988
32.7458179012,28.4022700494,35.7267226173,28.1277145185
29.5625973951,28.2336060123,36.8319742593,30.3152798395
70.446048963,28.2713397407,40.7948182099,27.989353
21.4030184074,18.6468069877,22.7867876914,18.7562159877
23.7145218272,18.6555702222,31.6580335802,19.0800097531
20.7836198148,19.117104679,21.9284144938,18.8378080741
21.0661779383,19.1508413086,24.6785267654,19.1365238519
19.7511564074,17.1783998272,19.2869081235,17.1975856914
19.6048468519,17.1982265185,19.3529674321,17.2551085309
17.9172371975,16.8412140988,18.0624943333,17.2382747778
18.338785037,16.7972484444,18.735973037,17.0535786049
17.2294621358,16.3297297901,17.3553916543,16.415128642
17.6583962099,16.3387182469,16.9583949506,16.3964316049
17.3753183704,16.3422891728,18.1259256914,16.370979037
18.1794664815,16.3782259383,17.7035610247,16.4095466296
27982.2152504,1067.89794825,18574.9559343,1667.00452307
11111.1133605,1477.15473061,22900.7906709,1183.518209
5684.08224955,904.45132854,27018.215602,1563.67318661
9839.55437635,1330.74885581,20523.905372,2073.52117859
12174.2647812,538.640700713,13579.1129886,466.535462164
18147.7035782,411.16925394,12092.6935359,373.509552304
3560.09283073,424.662822297,7011.79109834,388.414347558
11699.8271999,747.900696441,15731.5488621,496.304927117
3453.44472897,263.385448159,2493.30301594,280.918847245
4133.35281643,235.285707852,1941.12573718,312.923079716
1964.50072051,407.668890537,4651.96612305,356.315206024
2478.47085312,263.122683063,6562.89669122,336.189292325
1745.50774726,197.269648891,639.266454308,200.018282502
2358.56639433,222.718401503,1255.0136597,220.051820531
1320.04663633,172.952902622,2950.17399083,189.22358532
2146.44196658,202.488167624,1751.08089305,192.462130822
1133.55342203,1034.01536086,893.837183775,1050.02884307
1138.16989996,1059.37031675,1012.25753446,994.917096647
988.866112314,872.604921765,1758.87642592,972.345793951
807.788511127,900.746721833,1119.35848298,953.916565725
759.102235225,725.742638392,880.740531618,758.30755551
944.745448539,732.794401843,861.976950294,767.372636441
782.299618255,743.061734588,713.565441588,741.430606245
869.41806302,737.15615948,934.077136686,737.361961314
701.893647569,668.528060294,673.410725824,668.339863667
703.39255698,682.198889873,706.837297824,694.096303647
706.947879098,688.709967627,687.237865873,702.636932314
687.132601843,685.732869461,677.669262431,686.121302863
673.655599422,662.1726755,663.665473598,661.240269
666.353644931,663.532453931,665.917161343,661.430553559
668.616641843,662.788930833,665.760362431,661.58342851
692.61252548,668.424478137,698.020810696,675.092348549
28306.6524674,6243.99373676,24908.3493947,7588.84840676
31090.7053844,6349.58206671,25048.231451,6827.86815613
23341.4538995,6051.80482458,24299.119824,7687.00683602
28336.8176575,6418.54466233,25887.2703784,7357.34429866
13451.9168581,2875.95852954,10703.7295211,3403.26583707
13072.8591838,3057.78486789,14375.8277273,3420.40195724
15416.5306716,3143.66145407,12087.3970458,3273.71043542
11416.27047,2831.41424073,12884.5398691,3359.24893881
6926.36216718,1789.51212117,7723.95086075,2055.41720225
7697.16790334,1925.1843629,6640.3627796,2093.75424787
6685.89983177,1711.24489751,6744.69662176,2138.34757809
8702.97170318,1744.64571108,7284.86464295,1971.91961183
4592.4921988,1318.73342803,5101.97493113,1493.60731072
5319.45770841,1276.38195836,4779.18590792,1264.43029404
4806.13031853,1303.83331013,3897.39279781,1349.20232359
4989.33138563,1241.75657529,5437.071914,1340.32798436
52967.753483,9092.76549944,33127.7494117,9915.00446839
44135.6975627,12778.4986847,51478.8741701,12322.3199844
41727.8724796,8902.24780867,59138.9679124,10958.0726251
69479.0388879,10630.1118267,44482.4767617,12055.6214525
28937.8008283,7354.24363759,20302.6174431,7610.64775955
19373.2297574,7314.74385796,19612.053202,8179.32796485
19661.2622145,7743.17749388,20622.6805098,8908.09447973
17290.6136949,7176.56511732,20729.757718,7035.01247186
17324.8468285,7312.33794158,15705.7343567,6843.15857313
17843.5502758,6158.12862598,13969.1426288,6150.57403273
18081.6388934,6102.59549709,17205.9979068,6245.38356784
16443.6213553,5981.98770992,9512.73566658,6665.80593351
11896.1102182,5552.20871246,7843.48925588,5565.62687394
10558.3694517,5421.8363793,8684.71177898,5559.29174253
12383.5116109,5473.92214268,10308.2704732,5578.26187412
10138.4292833,5696.43255138,9794.96922284,5522.94297518
127463.675682,26860.5901318,112741.160215,31350.4105274
155589.908052,27287.1347606,162464.771385,33055.3815635
112892.326376,26201.0701248,97218.383042,32130.9092114
130753.950944,23470.7152571,132091.250605,39600.3381597
86594.8417188,11672.8575315,60426.0814743,17501.9400593
68336.8157995,13902.45058,56737.3983825,14883.6164545
64563.1545433,12592.5970108,57124.1496071,17234.632177
62316.7882932,10589.0601369,79000.2542405,13148.7498253
37197.531666,6955.48580483,38997.2250357,8536.21167456
34204.8523356,7585.13332639,35952.1997943,10302.1859633
42591.6323932,10930.0815539,34270.8839003,11477.9628353
37778.4191974,7910.38988302,33043.3467361,8550.22551588
31527.4257103,5614.60039441,25378.2446567,6083.28072263
26894.7842204,5404.92968989,30971.7138136,6564.15817112
28559.273397,6210.21815922,26509.7917529,7105.95031297
25578.8381209,6091.05589099,19960.3481757,8074.48781493
15430.7761905,10997.5687075,16008.2027211,11932.3380952
15943.1884354,11066.3455782,14806.3816327,11181.1823129
16980.7244898,11093.8591837,16535.0095238,11405.2394558
16883.744898,11209.4639456,15769.6244898,11482.1870748
8793.92857143,5958.60952381,8149.60816327,6226.25986395
8171.31836735,6282.96870748,9366.65510204,6103.09115646
8365.96394558,6121.27891156,8646.37278912,6345.37210884
7506.03673469,6348.42857143,9614.39047619,6653.17959184
5844.63809524,4512.7462585,5744.63673469,4622.20340136
5655.39319728,4478.86734694,5935.9047619,4584.1537415
6666.95170068,4355.65714286,6080.34693878,4770.69795918
5348.6537415,4601.24013605,5823.75782313,4765.61496599
4526.79251701,3693.88503401,4291.59659864,3583.03061224
4741.30952381,3626.59319728,4711.88979592,3744.32653061
4773.20204082,3762.61020408,4978.00952381,3848.16802721
4981.65306122,3589.53673469,4488.55510204,3803.1122449
15024.4781357,1682.10730948,20542.6400133,2018.60283231
17084.2533875,1735.11382287,26248.887676,2080.50111612
19179.2865965,1669.35883033,22650.4315726,1960.0073677
19793.8573352,1908.08922946,26268.6764434,2324.34885957
7685.2020998,798.819065024,5613.79998643,964.785733023
9358.41101172,780.451626637,7394.30744593,1004.37514449
8788.60662819,891.639499318,11251.3194519,939.036617425
10887.8063304,831.777326367,9777.30136134,900.261531343
3986.6357925,578.493386548,4015.30648304,658.264512581
6003.26171343,627.172380195,2977.37588306,617.680592887
7492.50283419,605.586816589,4690.85441672,610.128991449
4689.97711972,574.801756819,6730.54189769,606.642746448
2953.29121308,496.38194303,2225.33136507,542.426594067
2720.79668131,478.271649613,1194.28688408,507.181227296
2908.66158941,497.064452274,1777.61870504,519.424483754
2977.06282502,500.141534155,3241.80137681,525.293844164
340.760972018,284.318998527,317.633284242,296.620029455
305.662739323,317.265095729,279.943888071,309.673343152
307.228718704,287.054344624,348.26539028,334.648159057
341.446980854,302.761119293,318.911045655,298.83622975
181.650810015,143.077614138,152.804565538,171.064212077
192.191163476,155.781885125,166.211192931,160.327982327
177.260677467,163.967746686,179.631811487,182.206774669
158.72533137,164.13814433,171.786008837,169.231664212
98.8060382916,107.053902798,118.830486009,118.833578792
124.537997054,100.912371134,121.55095729,117.28011782
114.104418262,105.820029455,122.5910162,113.207805596
133.999705449,106.8,124.680559647,114.1365243
86.1692194404,80.7870397644,99.1026509573,92.9795287187
99.8086892489,85.5016200295,101.152282769,86.1689248895
88.2450662739,80.2276877761,90.8212076583,82.6599410898
80.6745213549,82.2561119293,84.942562592,84.8273932253
5526.13093082,4501.65500616,7497.6990645,4554.90712191
5633.11665211,4509.49395407,5391.41776682,4499.53641727
5540.75495289,4514.5504883,5617.23508262,4509.14840246
5658.68999107,4500.70983941,7536.8981515,4505.86075084
5346.93509107,4466.34033248,5356.85425202,4466.47741489
5358.88294723,4466.3398098,5344.03093329,4465.77308657
5350.92088562,4464.21475073,5369.31368698,4471.98872484
5346.03528154,4469.83150721,4719.89067546,4462.98762055
4942.87853962,4456.48067186,4743.74831623,4456.07045355
4923.6248183,4456.05315589,4858.46544643,4457.14409461
5143.2756132,4456.09209288,5113.64627005,4456.14672704
5031.17967021,4456.20405437,5169.10711802,4457.73205502
4456.27440748,4453.98742368,4461.50812366,4454.06065871
4941.00110177,4453.73682209,4853.30310055,4453.75693523
4672.32041254,4453.67961786,4927.26445018,4453.87244261
4777.04974202,4453.8395622,4522.35819827,4454.12789143
20.2161439237,16.1122645678,21.2918543644,16.7143029576
23.0096890763,16.6139144492,19.1064744746,17.0932569492
20.1054094492,16.4179267458,21.2931649153,15.9985148475
20.8858196441,16.6172917797,24.2920007288,16.3903470424
14.6616462119,12.6080624153,13.1051820169,12.5711873559
13.2773122119,12.4142963475,14.0704335932,12.4691226695
13.8551189068,12.4215557119,14.1853525424,12.5307232542
13.0956510593,12.4637951864,14.4027957203,12.578425161
12.2383885,11.6234081949,11.7801366525,11.6094303729
12.3030206695,11.4976145847,12.9463142458,11.6095177881
11.8640171102,11.6923168305,12.4322653814,11.605899678
12.0815729237,11.6135038729,11.7566016949,11.6137755424
11.7256966356,11.1699904237,11.7969353559,11.1799295508
11.3875404746,11.200563161,11.4198128644,11.2110947034
11.3960555593,11.2045658898,11.7835884068,11.3916233051
11.613880678,11.1808482627,11.6726646949,11.1935997542
390817.755944,94883.2481829,414469.988156,107771.759755
423927.573474,91918.1296194,355307.604632,106438.835973
468307.646763,91310.7404839,386514.032272,95597.8066738
383850.825088,87859.2220505,429681.749745,110639.085435
214535.813398,58292.0770817,150567.852478,63341.2305404
170068.173269,49928.4991663,189368.861671,56379.7954189
216307.250166,49834.8306849,181600.145529,52960.781415
129775.875288,51841.2399635,187536.162949,48877.9347984
111293.355256,36475.0308651,105711.862779,41121.0791154
112653.747839,33022.1708976,103781.621784,41402.3881471
107008.664249,35456.9668655,109629.167908,42698.0298602
114375.815705,35353.9560636,109538.821477,40110.6159865
94959.8385853,26147.678593,79912.0644239,30293.2993003
88708.2091947,29434.5094074,73017.2294007,32331.0298183
86050.598774,29976.4436481,86273.0023115,37621.6524313
98894.93405,27834.1255015,78650.1993604,30725.9576424
301475.51136,28313.7285814,289300.426148,24876.3195518
198444.691878,25359.8781376,245075.723613,28172.9401963
182102.590511,27417.3019001,153808.546609,25082.9232978
112875.878851,28162.5543145,100777.973145,25374.0738773
53581.5281106,16995.644121,60489.9048865,15623.7164964
88065.8405547,15115.3436028,34316.7550411,15491.2095171
70278.9621141,15470.9512926,113814.596679,15794.96676
77910.218082,16081.7988529,60376.0327065,15091.7412872
66492.4173576,14647.6834879,50361.2394993,14614.7917558
70193.9898223,14090.7164242,40664.2042296,15050.9580869
29191.3509473,13042.194102,30042.7330301,12882.8355296
29342.3306607,12987.033571,23134.0365204,12934.6273433
26756.1177279,12311.0282775,22410.5543885,12498.891952
30540.8496038,12454.6917363,21386.1542911,12381.520008
29170.2108298,12250.6932406,29767.2254097,12289.1882268
26294.7912873,12401.8110662,21866.3361613,12359.6303716
861.812271007,244.209760531,957.34328505,260.805109608
1339.09255412,260.959739661,1190.24939107,269.779427793
881.083906501,257.471465831,729.842124513,264.559943563
1280.35645344,275.559301171,1213.70977436,259.517129401
449.988806481,212.59992892,789.769631328,207.848857214
397.521860118,208.076444959,401.460198237,209.445094235
382.595274738,208.577971333,739.179039638,208.544137171
634.193992763,189.807437346,486.716220435,184.294752861
292.276611579,167.886829349,246.230182346,168.621581226
279.751721139,168.18863274,251.797065888,170.413567647
288.521425795,169.188630524,402.885922923,169.837296993
284.116225708,166.474023196,226.225358321,168.700432339
201.698394077,153.391573829,208.205503977,151.408978098
207.461884253,154.242893843,217.107997567,154.038719736
191.389909936,151.402950704,251.990114588,153.630138271
215.545607476,152.950751435,210.337495237,156.434893658
306575.483948,63974.7933783,348061.020294,39852.4371005
571399.027282,40397.3768498,301542.736779,44391.0795186
423244.957316,36646.3828202,385444.664837,46381.937642
415781.407013,48797.1378725,454877.786054,38528.0450768
180493.105558,20454.8778275,160460.306744,21162.5081031
136932.852815,20804.2681813,160924.209795,16831.3655532
192542.921426,22704.3535168,96299.0276684,21636.9801794
236168.87365,20094.0390398,152159.8315,23827.8376185
122176.772561,16595.5547949,28231.5046038,17610.7893047
77292.4984213,17442.6062209,65172.6339482,17597.3912627
61640.6490148,15032.3836747,54915.8899751,16041.9906697
102700.513536,15388.7802523,66570.7421456,19396.3920993
70048.5040073,13460.8744225,42571.3368402,13347.3231142
60136.1348695,12505.1716634,25375.1436362,13121.2526247
74373.8738782,13540.2361921,33672.2539104,13172.1327518
95752.7601415,12138.0572328,32801.6561878,13504.9167649
5520.32271805,4162.29614604,6177.11643002,4153.38022312
4864.31805274,3374.60212982,5008.52890467,3582.43184584
4662.14929006,3966.05192698,5166.5540568,3485.64371197
5483.3341785,3694.65608519,3900.82068966,4490.10567951
2103.87139959,1862.54452333,2342.97515213,1923.70943205
2389.04381339,2082.91845842,2100.30892495,1967.37981744
2371.36359026,1842.37028398,1998.18691684,2100.28154158
2493.94016227,1628.6040568,2247.2637931,1781.15314402
1602.52312373,1151.86186613,1674.3969574,1631.38691684
1692.36156187,1018.29827586,1262.8796146,1255.19756592
1477.90578093,1079.62383367,1306.4296146,1105.31369168
1390.69513185,1356.8163286,1850.30010142,1446.35395538
1383.2137931,789.38356998,1163.63529412,986.55801217
1340.94137931,1449.93154158,936.032555781,1014.58772819
1052.91643002,1126.05081136,1154.89868154,1143.36876268
1218.20831643,1012.68924949,1357.64787018,920.200709939
6595.95998917,5001.41662155,6514.88397401,5788.87514889
6610.04726584,5215.16534921,6685.41185707,5478.44721169
6487.4133189,5182.97292907,7014.54861938,5490.68613969
6673.83573362,5095.26004331,6709.75116405,5692.52966973
2929.16118029,2338.3963725,3256.88982133,2464.70665945
2962.59409854,2264.85939361,3127.65793178,2442.14623714
2986.50286952,2213.62501354,3177.68289117,2442.12176502
2924.68413644,2168.83865728,3177.33654575,2368.0697347
1951.48798051,1505.39415268,1997.51478073,1645.4940444
1891.65587439,1419.65322144,2041.85403357,1657.29642664
1968.61456416,1521.03605847,1917.12669193,1569.68727666
1989.21218192,1488.59745533,1881.36421224,1643.53086086
1485.86881429,1148.50882512,1454.72874932,1168.44266378
1544.36838116,1073.82647537,1580.05538711,1197.64114781
